state.code,income.bracket,average.math.score.of.bracket,average.verbal.score.of.bracket
IA,income.between.60.80k,555,569
IA,income.between.80.100k,594,586
IA,income.more.than.100k,612,604
KS,income.less.than.20k,532,496
KS,income.between.20.40k,552,532
KS,income.between.40.60k,559,562
KS,income.between.60.80k,582,574
KS,income.between.80.100k,584,591
KS,income.more.than.100k,608,597
KY,income.less.than.20k,528,513
KY,income.between.20.40k,520,522
KY,income.between.40.60k,556,558
KY,income.between.60.80k,561,580
KY,income.between.80.100k,586,579
KY,income.more.than.100k,589,590
LA,income.less.than.20k,475,464
LA,income.between.20.40k,483,486
LA,income.between.40.60k,503,521
LA,income.between.60.80k,527,543
LA,income.between.80.100k,546,544
LA,income.more.than.100k,570,574
ME,income.less.than.20k,479,458
ME,income.between.20.40k,503,500
ME,income.between.40.60k,527,519
ME,income.between.60.80k,528,522
ME,income.between.80.100k,552,532
ME,income.more.than.100k,555,540
MD,income.less.than.20k,418,415
MD,income.between.20.40k,454,454
MD,income.between.40.60k,468,470
MD,income.between.60.80k,485,485
MD,income.between.80.100k,508,511
MD,income.more.than.100k,544,536
MA,income.less.than.20k,454,428
MA,income.between.20.40k,483,467
MA,income.between.40.60k,503,492
MA,income.between.60.80k,511,504
MA,income.between.80.100k,525,514
MA,income.more.than.100k,563,549
MI,income.less.than.20k,554,491
MI,income.between.20.40k,569,549
MI,income.between.40.60k,576,562
MI,income.between.60.80k,584,569
MI,income.between.80.100k,593,578
MI,income.more.than.100k,619,603
MN,income.less.than.20k,547,518
MN,income.between.20.40k,544,530
MN,income.between.40.60k,585,567
MN,income.between.60.80k,597,590
MN,income.between.80.100k,600,586
MN,income.more.than.100k,615,608
MS,income.less.than.20k,478,482
MS,income.between.20.40k,496,519
MS,income.between.40.60k,533,547
MS,income.between.60.80k,523,540
MS,income.between.80.100k,547,585
MS,income.more.than.100k,559,579
MO,income.less.than.20k,498,484
MO,income.between.20.40k,530,528
MO,income.between.40.60k,552,557
MO,income.between.60.80k,567,579
MO,income.between.80.100k,574,580
MO,income.more.than.100k,605,608
MT,income.less.than.20k,502,504
MT,income.between.20.40k,526,536
MT,income.between.40.60k,531,536
MT,income.between.60.80k,539,532
MT,income.between.80.100k,555,549
MT,income.more.than.100k,552,550
NE,income.less.than.20k,507,489
NE,income.between.20.40k,525,516
NE,income.between.40.60k,561,574
NE,income.between.60.80k,574,588
NE,income.between.80.100k,597,602
NE,income.more.than.100k,593,601
NV,income.less.than.20k,452,451
NV,income.between.20.40k,474,474
NV,income.between.40.60k,491,493
NV,income.between.60.80k,497,496
NV,income.between.80.100k,505,506
NV,income.more.than.100k,525,525
NH,income.less.than.20k,481,478
NH,income.between.20.40k,493,489
NH,income.between.40.60k,498,502
NH,income.between.60.80k,506,509
NH,income.between.80.100k,519,512
NH,income.more.than.100k,547,536
NJ,income.less.than.20k,441,416
NJ,income.between.20.40k,475,451
NJ,income.between.40.60k,493,471
NJ,income.between.60.80k,508,489
NJ,income.between.80.100k,523,501
NJ,income.more.than.100k,553,530
NM,income.less.than.20k,498,485
NM,income.between.20.40k,510,517
NM,income.between.40.60k,512,526
NM,income.between.60.80k,508,521
NM,income.between.80.100k,547,551
NM,income.more.than.100k,563,571
NY,income.less.than.20k,445,421
NY,income.between.20.40k,478,463
NY,income.between.40.60k,491,480
NY,income.between.60.80k,505,494
NY,income.between.80.100k,522,507
NY,income.more.than.100k,549,532
NC,income.less.than.20k,441,431
NC,income.between.20.40k,469,460
NC,income.between.40.60k,493,485
NC,income.between.60.80k,505,495
NC,income.between.80.100k,517,505
NC,income.more.than.100k,547,534
ND,income.less.than.20k,530,576
ND,income.between.20.40k,521,537
ND,income.between.40.60k,586,580
ND,income.between.60.80k,582,590
ND,income.between.80.100k,561,597
ND,income.more.than.100k,585,622
OH,income.less.than.20k,475,472
OH,income.between.20.40k,501,504
OH,income.between.40.60k,526,525
OH,income.between.60.80k,535,530
OH,income.between.80.100k,548,541
OH,income.more.than.100k,570,558
OK,income.less.than.20k,498,499
OK,income.between.20.40k,515,523
OK,income.between.40.60k,548,550
OK,income.between.60.80k,555,567
OK,income.between.80.100k,547,559
OK,income.more.than.100k,585,583
OR,income.less.than.20k,471,466
OR,income.between.20.40k,492,491
OR,income.between.40.60k,512,512
OR,income.between.60.80k,517,519
OR,income.between.80.100k,527,526
OR,income.more.than.100k,552,553
PA,income.less.than.20k,436,429
PA,income.between.20.40k,468,462
PA,income.between.40.60k,487,481
PA,income.between.60.80k,497,490
PA,income.between.80.100k,510,499
PA,income.more.than.100k,544,531
PR,income.less.than.20k,384,401
PR,income.between.20.40k,406,416
PR,income.between.40.60k,432,436
PR,income.between.60.80k,436,449
PR,income.between.80.100k,480,477
PR,income.more.than.100k,495,491
RI,income.less.than.20k,425,421
RI,income.between.20.40k,459,464
RI,income.between.40.60k,474,485
RI,income.between.60.80k,487,493
RI,income.between.80.100k,504,502
RI,income.more.than.100k,530,526
SC,income.less.than.20k,423,420
SC,income.between.20.40k,449,448
SC,income.between.40.60k,477,475
SC,income.between.60.80k,491,492
SC,income.between.80.100k,499,496
SC,income.more.than.100k,525,520
SD,income.less.than.20k,504,517
SD,income.between.20.40k,520,535
SD,income.between.40.60k,592,603
SD,income.between.60.80k,588,593
SD,income.between.80.100k,609,587
SD,income.more.than.100k,567,609
TN,income.less.than.20k,496,503
TN,income.between.20.40k,496,518
TN,income.between.40.60k,530,547
TN,income.between.60.80k,545,557
TN,income.between.80.100k,563,572
TN,income.more.than.100k,577,577
TX,income.less.than.20k,444,417
TX,income.between.20.40k,472,450
TX,income.between.40.60k,493,474
TX,income.between.60.80k,503,487
TX,income.between.80.100k,517,500
TX,income.more.than.100k,543,523
UT,income.less.than.20k,521,495
UT,income.between.20.40k,520,519
UT,income.between.40.60k,558,555
UT,income.between.60.80k,558,562
UT,income.between.80.100k,568,589
UT,income.more.than.100k,572,576
VT,income.less.than.20k,467,469
VT,income.between.20.40k,480,484
VT,income.between.40.60k,501,504
VT,income.between.60.80k,522,523
VT,income.between.80.100k,532,529
VT,income.more.than.100k,551,542
VI,income.less.than.20k,342,372
VI,income.between.20.40k,377,402
VI,income.between.40.60k,396,429
VI,income.between.60.80k,387,415
VI,income.between.80.100k,454,457
VI,income.more.than.100k,373,383
VA,income.less.than.20k,437,437
VA,income.between.20.40k,459,463
VA,income.between.40.60k,480,486
VA,income.between.60.80k,492,497
VA,income.between.80.100k,506,512
VA,income.more.than.100k,540,541
WA,income.less.than.20k,462,447
WA,income.between.20.40k,489,478
WA,income.between.40.60k,507,500
WA,income.between.60.80k,518,517
WA,income.between.80.100k,530,524
WA,income.more.than.100k,550,543
WV,income.less.than.20k,460,465
WV,income.between.20.40k,465,485
WV,income.between.40.60k,477,507
WV,income.between.60.80k,487,503
WV,income.between.80.100k,500,513
WV,income.more.than.100k,516,521
WI,income.less.than.20k,520,511
WI,income.between.20.40k,553,523
WI,income.between.40.60k,570,560
WI,income.between.60.80k,579,573
WI,income.between.80.100k,599,581
WI,income.more.than.100k,616,595
WY,income.less.than.20k,558,572
WY,income.between.20.40k,579,606
WY,income.between.40.60k,550,573
WY,income.between.60.80k,505,525
WY,income.between.80.100k,585,608
WY,income.more.than.100k,565,597
AL,income.less.than.20k,443,444
AL,income.between.20.40k,474,486
AL,income.between.40.60k,492,509
AL,income.between.60.80k,533,542
AL,income.between.80.100k,550,556
AL,income.more.than.100k,564,574
AK,income.less.than.20k,452,445
AK,income.between.20.40k,470,494
AK,income.between.40.60k,491,492
AK,income.between.60.80k,508,518
AK,income.between.80.100k,505,519
AK,income.more.than.100k,530,529
AZ,income.less.than.20k,474,468
AZ,income.between.20.40k,492,491
AZ,income.between.40.60k,508,508
AZ,income.between.60.80k,519,522
AZ,income.between.80.100k,533,529
AZ,income.more.than.100k,550,543
AR,income.less.than.20k,532,507
AR,income.between.20.40k,532,537
AR,income.between.40.60k,556,550
AR,income.between.60.80k,550,570
AR,income.between.80.100k,587,582
AR,income.more.than.100k,583,594
CA,income.less.than.20k,451,437
CA,income.between.20.40k,476,463
CA,income.between.40.60k,496,486
CA,income.between.60.80k,514,506
CA,income.between.80.100k,531,522
CA,income.more.than.100k,561,549
CO,income.less.than.20k,536,529
CO,income.between.20.40k,553,547
CO,income.between.40.60k,562,556
CO,income.between.60.80k,578,576
CO,income.between.80.100k,581,579
CO,income.more.than.100k,596,592
CT,income.less.than.20k,419,424
CT,income.between.20.40k,463,467
CT,income.between.40.60k,486,488
CT,income.between.60.80k,495,501
CT,income.between.80.100k,516,515
CT,income.more.than.100k,551,544
DE,income.less.than.20k,400,402
DE,income.between.20.40k,442,434
DE,income.between.40.60k,458,459
DE,income.between.60.80k,482,481
DE,income.between.80.100k,500,495
DE,income.more.than.100k,532,521
DC,income.less.than.20k,365,360
DC,income.between.20.40k,401,400
DC,income.between.40.60k,425,427
DC,income.between.60.80k,451,467
DC,income.between.80.100k,491,516
DC,income.more.than.100k,572,581
FL,income.less.than.20k,426,436
FL,income.between.20.40k,465,477
FL,income.between.40.60k,485,495
FL,income.between.60.80k,497,507
FL,income.between.80.100k,510,516
FL,income.more.than.100k,531,530
GA,income.less.than.20k,424,428
GA,income.between.20.40k,453,458
GA,income.between.40.60k,469,477
GA,income.between.60.80k,480,488
GA,income.between.80.100k,495,500
GA,income.more.than.100k,527,528
HI,income.less.than.20k,443,425
HI,income.between.20.40k,477,459
HI,income.between.40.60k,483,465
HI,income.between.60.80k,481,470
HI,income.between.80.100k,505,486
HI,income.more.than.100k,541,516
ID,income.less.than.20k,412,419
ID,income.between.20.40k,451,456
ID,income.between.40.60k,471,474
ID,income.between.60.80k,484,489
ID,income.between.80.100k,498,495
ID,income.more.than.100k,505,502
IL,income.less.than.20k,548,522
IL,income.between.20.40k,570,552
IL,income.between.40.60k,593,568
IL,income.between.60.80k,599,584
IL,income.between.80.100k,604,591
IL,income.more.than.100k,629,612
IN,income.less.than.20k,440,445
IN,income.between.20.40k,468,469
IN,income.between.40.60k,487,488
IN,income.between.60.80k,497,494
IN,income.between.80.100k,514,506
IN,income.more.than.100k,539,530
IA,income.less.than.20k,512,508
IA,income.between.20.40k,542,543
IA,income.between.40.60k,565,578
IA,income.between.60.80k,581,594
IA,income.between.80.100k,619,615
IA,income.more.than.100k,637,626
KS,income.less.than.20k,525,519
KS,income.between.20.40k,556,554
KS,income.between.40.60k,551,561
KS,income.between.60.80k,571,579
KS,income.between.80.100k,581,590
KS,income.more.than.100k,617,608
KY,income.less.than.20k,506,493
KY,income.between.20.40k,556,559
KY,income.between.40.60k,550,562
KY,income.between.60.80k,574,589
KY,income.between.80.100k,576,582
KY,income.more.than.100k,596,597
LA,income.less.than.20k,468,466
LA,income.between.20.40k,491,497
LA,income.between.40.60k,522,525
LA,income.between.60.80k,540,552
LA,income.between.80.100k,566,570
LA,income.more.than.100k,573,576
ME,income.less.than.20k,468,461
ME,income.between.20.40k,494,495
ME,income.between.40.60k,520,520
ME,income.between.60.80k,535,534
ME,income.between.80.100k,555,544
ME,income.more.than.100k,569,556
MD,income.less.than.20k,418,419
MD,income.between.20.40k,461,458
MD,income.between.40.60k,476,477
MD,income.between.60.80k,496,496
MD,income.between.80.100k,512,511
MD,income.more.than.100k,548,542
MA,income.less.than.20k,453,432
MA,income.between.20.40k,486,471
MA,income.between.40.60k,506,494
MA,income.between.60.80k,520,511
MA,income.between.80.100k,530,518
MA,income.more.than.100k,566,551
MI,income.less.than.20k,530,501
MI,income.between.20.40k,565,540
MI,income.between.40.60k,579,554
MI,income.between.60.80k,596,591
MI,income.between.80.100k,609,590
MI,income.more.than.100k,624,606
MN,income.less.than.20k,549,518
MN,income.between.20.40k,563,548
MN,income.between.40.60k,579,564
MN,income.between.60.80k,588,591
MN,income.between.80.100k,598,589
MN,income.more.than.100k,625,613
MS,income.less.than.20k,497,518
MS,income.between.20.40k,496,518
MS,income.between.40.60k,541,560
MS,income.between.60.80k,555,587
MS,income.between.80.100k,564,603
MS,income.more.than.100k,581,592
MO,income.less.than.20k,518,501
MO,income.between.20.40k,540,554
MO,income.between.40.60k,559,563
MO,income.between.60.80k,580,587
MO,income.between.80.100k,588,593
MO,income.more.than.100k,608,608
MT,income.less.than.20k,511,509
MT,income.between.20.40k,531,548
MT,income.between.40.60k,546,546
MT,income.between.60.80k,560,554
MT,income.between.80.100k,561,548
MT,income.more.than.100k,566,570
NE,income.less.than.20k,527,542
NE,income.between.20.40k,540,545
NE,income.between.40.60k,568,568
NE,income.between.60.80k,569,581
NE,income.between.80.100k,582,595
NE,income.more.than.100k,607,607
NV,income.less.than.20k,444,447
NV,income.between.20.40k,474,472
NV,income.between.40.60k,490,490
NV,income.between.60.80k,502,504
NV,income.between.80.100k,510,514
NV,income.more.than.100k,530,528
NH,income.less.than.20k,459,463
NH,income.between.20.40k,493,495
NH,income.between.40.60k,503,502
NH,income.between.60.80k,514,506
NH,income.between.80.100k,521,519
NH,income.more.than.100k,553,542
NJ,income.less.than.20k,444,419
NJ,income.between.20.40k,480,457
NJ,income.between.40.60k,499,478
NJ,income.between.60.80k,509,492
NJ,income.between.80.100k,527,507
NJ,income.more.than.100k,559,536
NM,income.less.than.20k,496,477
NM,income.between.20.40k,505,515
NM,income.between.40.60k,527,526
NM,income.between.60.80k,525,542
NM,income.between.80.100k,539,551
NM,income.more.than.100k,571,577
NY,income.less.than.20k,448,424
NY,income.between.20.40k,479,463
NY,income.between.40.60k,495,486
NY,income.between.60.80k,510,500
NY,income.between.80.100k,521,509
NY,income.more.than.100k,550,535
NC,income.less.than.20k,438,430
NC,income.between.20.40k,467,461
NC,income.between.40.60k,491,484
NC,income.between.60.80k,505,499
NC,income.between.80.100k,521,514
NC,income.more.than.100k,552,540
ND,income.less.than.20k,520,537
ND,income.between.20.40k,588,631
ND,income.between.40.60k,537,577
ND,income.between.60.80k,548,586
ND,income.between.80.100k,635,628
ND,income.more.than.100k,487,505
OH,income.less.than.20k,478,473
OH,income.between.20.40k,516,515
OH,income.between.40.60k,531,533
OH,income.between.60.80k,547,547
OH,income.between.80.100k,561,554
OH,income.more.than.100k,578,568
OK,income.less.than.20k,501,507
OK,income.between.20.40k,530,535
OK,income.between.40.60k,549,556
OK,income.between.60.80k,557,570
OK,income.between.80.100k,575,588
OK,income.more.than.100k,587,587
OR,income.less.than.20k,472,471
OR,income.between.20.40k,487,492
OR,income.between.40.60k,505,511
OR,income.between.60.80k,517,524
OR,income.between.80.100k,528,529
OR,income.more.than.100k,557,556
PA,income.less.than.20k,434,428
PA,income.between.20.40k,471,466
PA,income.between.40.60k,490,486
PA,income.between.60.80k,503,498
PA,income.between.80.100k,514,506
PA,income.more.than.100k,548,535
PR,income.less.than.20k,384,407
PR,income.between.20.40k,410,423
PR,income.between.40.60k,443,454
PR,income.between.60.80k,447,469
PR,income.between.80.100k,477,494
PR,income.more.than.100k,499,512
RI,income.less.than.20k,423,427
RI,income.between.20.40k,470,472
RI,income.between.40.60k,481,484
RI,income.between.60.80k,492,505
RI,income.between.80.100k,517,513
RI,income.more.than.100k,541,539
SC,income.less.than.20k,426,426
SC,income.between.20.40k,454,454
SC,income.between.40.60k,477,478
SC,income.between.60.80k,488,489
SC,income.between.80.100k,505,502
SC,income.more.than.100k,531,524
SD,income.less.than.20k,567,579
SD,income.between.20.40k,534,569
SD,income.between.40.60k,585,585
SD,income.between.60.80k,601,626
SD,income.between.80.100k,618,631
SD,income.more.than.100k,493,514
TN,income.less.than.20k,496,503
TN,income.between.20.40k,518,539
TN,income.between.40.60k,532,547
TN,income.between.60.80k,545,564
TN,income.between.80.100k,562,576
TN,income.more.than.100k,583,590
TX,income.less.than.20k,440,417
TX,income.between.20.40k,470,450
TX,income.between.40.60k,489,475
TX,income.between.60.80k,501,489
TX,income.between.80.100k,517,503
TX,income.more.than.100k,545,528
UT,income.less.than.20k,516,485
UT,income.between.20.40k,537,537
UT,income.between.40.60k,558,546
UT,income.between.60.80k,559,571
UT,income.between.80.100k,588,596
UT,income.more.than.100k,586,593
VT,income.less.than.20k,459,460
VT,income.between.20.40k,488,496
VT,income.between.40.60k,511,514
VT,income.between.60.80k,523,522
VT,income.between.80.100k,537,529
VT,income.more.than.100k,562,554
VI,income.less.than.20k,351,376
VI,income.between.20.40k,380,407
VI,income.between.40.60k,402,431
VI,income.between.60.80k,438,462
VI,income.between.80.100k,420,433
VI,income.more.than.100k,276,280
VA,income.less.than.20k,441,442
VA,income.between.20.40k,466,468
VA,income.between.40.60k,484,491
VA,income.between.60.80k,497,505
VA,income.between.80.100k,514,520
VA,income.more.than.100k,546,548
WA,income.less.than.20k,453,440
WA,income.between.20.40k,486,476
WA,income.between.40.60k,507,502
WA,income.between.60.80k,521,519
WA,income.between.80.100k,535,529
WA,income.more.than.100k,559,551
WV,income.less.than.20k,454,473
WV,income.between.20.40k,466,486
WV,income.between.40.60k,494,514
WV,income.between.60.80k,494,511
WV,income.between.80.100k,511,522
WV,income.more.than.100k,523,533
WI,income.less.than.20k,558,516
WI,income.between.20.40k,555,546
WI,income.between.40.60k,572,563
WI,income.between.60.80k,601,598
WI,income.between.80.100k,606,598
WI,income.more.than.100k,618,607
WY,income.less.than.20k,0,0
WY,income.between.20.40k,643,634
WY,income.between.40.60k,616,589
WY,income.between.60.80k,563,615
WY,income.between.80.100k,566,569
WY,income.more.than.100k,476,482
AL,income.less.than.20k,441,459
AL,income.between.20.40k,474,485
AL,income.between.40.60k,507,517
AL,income.between.60.80k,545,544
AL,income.between.80.100k,531,547
AL,income.more.than.100k,567,574
AK,income.less.than.20k,426,429
AK,income.between.20.40k,468,478
AK,income.between.40.60k,488,498
AK,income.between.60.80k,506,511
AK,income.between.80.100k,518,522
AK,income.more.than.100k,533,537
AZ,income.less.than.20k,469,465
AZ,income.between.20.40k,494,491
AZ,income.between.40.60k,512,510
AZ,income.between.60.80k,524,523
AZ,income.between.80.100k,538,534
AZ,income.more.than.100k,555,547
AR,income.less.than.20k,509,500
AR,income.between.20.40k,538,528
AR,income.between.40.60k,551,548
AR,income.between.60.80k,552,555
AR,income.between.80.100k,575,570
AR,income.more.than.100k,582,589
CA,income.less.than.20k,445,435
CA,income.between.20.40k,472,461
CA,income.between.40.60k,492,484
CA,income.between.60.80k,509,502
CA,income.between.80.100k,528,521
CA,income.more.than.100k,560,549
CO,income.less.than.20k,525,519
CO,income.between.20.40k,554,547
CO,income.between.40.60k,560,552
CO,income.between.60.80k,570,575
CO,income.between.80.100k,584,586
CO,income.more.than.100k,598,591
CT,income.less.than.20k,417,424
CT,income.between.20.40k,459,462
CT,income.between.40.60k,481,485
CT,income.between.60.80k,499,501
CT,income.between.80.100k,518,514
CT,income.more.than.100k,552,545
DE,income.less.than.20k,404,402
DE,income.between.20.40k,440,451
DE,income.between.40.60k,468,467
DE,income.between.60.80k,480,485
DE,income.between.80.100k,502,501
DE,income.more.than.100k,527,528
DC,income.less.than.20k,363,366
DC,income.between.20.40k,406,404
DC,income.between.40.60k,413,417
DC,income.between.60.80k,459,470
DC,income.between.80.100k,484,503
DC,income.more.than.100k,561,574
FL,income.less.than.20k,424,434
FL,income.between.20.40k,462,473
FL,income.between.40.60k,483,493
FL,income.between.60.80k,500,509
FL,income.between.80.100k,512,518
FL,income.more.than.100k,533,534
GA,income.less.than.20k,422,428
GA,income.between.20.40k,450,457
GA,income.between.40.60k,468,476
GA,income.between.60.80k,483,494
GA,income.between.80.100k,498,504
GA,income.more.than.100k,532,532
HI,income.less.than.20k,452,430
HI,income.between.20.40k,478,459
HI,income.between.40.60k,489,471
HI,income.between.60.80k,500,486
HI,income.between.80.100k,508,487
HI,income.more.than.100k,542,522
ID,income.less.than.20k,422,427
ID,income.between.20.40k,461,462
ID,income.between.40.60k,476,482
ID,income.between.60.80k,493,495
ID,income.between.80.100k,512,512
ID,income.more.than.100k,517,520
IL,income.less.than.20k,534,518
IL,income.between.20.40k,552,529
IL,income.between.40.60k,572,563
IL,income.between.60.80k,583,569
IL,income.between.80.100k,608,595
IL,income.more.than.100k,629,612
IN,income.less.than.20k,436,440
IN,income.between.20.40k,463,467
IN,income.between.40.60k,487,487
IN,income.between.60.80k,500,498
IN,income.between.80.100k,512,507
IN,income.more.than.100k,538,529
IA,income.less.than.20k,552,519
IA,income.between.20.40k,523,527
IA,income.between.40.60k,547,547
IA,income.between.60.80k,580,576
IA,income.between.80.100k,604,589
IA,income.more.than.100k,617,609
KS,income.less.than.20k,515,481
KS,income.between.20.40k,539,535
KS,income.between.40.60k,560,566
KS,income.between.60.80k,573,580
KS,income.between.80.100k,567,569
KS,income.more.than.100k,614,614
KY,income.less.than.20k,511,497
KY,income.between.20.40k,516,523
KY,income.between.40.60k,570,575
KY,income.between.60.80k,568,569
KY,income.between.80.100k,576,581
KY,income.more.than.100k,605,605
LA,income.less.than.20k,473,475
LA,income.between.20.40k,503,504
LA,income.between.40.60k,531,539
LA,income.between.60.80k,522,538
LA,income.between.80.100k,552,562
LA,income.more.than.100k,582,584
ME,income.less.than.20k,465,467
ME,income.between.20.40k,500,506
ME,income.between.40.60k,512,517
ME,income.between.60.80k,532,532
ME,income.between.80.100k,544,537
ME,income.more.than.100k,565,552
MD,income.less.than.20k,421,420
MD,income.between.20.40k,464,459
MD,income.between.40.60k,476,474
MD,income.between.60.80k,497,496
MD,income.between.80.100k,514,513
MD,income.more.than.100k,550,541
MA,income.less.than.20k,452,432
MA,income.between.20.40k,486,471
MA,income.between.40.60k,507,495
MA,income.between.60.80k,519,511
MA,income.between.80.100k,533,525
MA,income.more.than.100k,563,550
MI,income.less.than.20k,530,507
MI,income.between.20.40k,549,535
MI,income.between.40.60k,558,546
MI,income.between.60.80k,589,586
MI,income.between.80.100k,604,597
MI,income.more.than.100k,628,610
MN,income.less.than.20k,544,514
MN,income.between.20.40k,562,560
MN,income.between.40.60k,561,550
MN,income.between.60.80k,579,575
MN,income.between.80.100k,591,582
MN,income.more.than.100k,617,610
MS,income.less.than.20k,473,483
MS,income.between.20.40k,518,535
MS,income.between.40.60k,547,562
MS,income.between.60.80k,533,575
MS,income.between.80.100k,582,597
MS,income.more.than.100k,591,607
MO,income.less.than.20k,524,531
MO,income.between.20.40k,531,537
MO,income.between.40.60k,558,574
MO,income.between.60.80k,578,584
MO,income.between.80.100k,600,599
MO,income.more.than.100k,613,613
MT,income.less.than.20k,521,521
MT,income.between.20.40k,545,553
MT,income.between.40.60k,545,555
MT,income.between.60.80k,559,568
MT,income.between.80.100k,548,556
MT,income.more.than.100k,568,564
NE,income.less.than.20k,538,493
NE,income.between.20.40k,530,519
NE,income.between.40.60k,563,568
NE,income.between.60.80k,576,586
NE,income.between.80.100k,599,598
NE,income.more.than.100k,612,614
NV,income.less.than.20k,443,447
NV,income.between.20.40k,471,472
NV,income.between.40.60k,489,490
NV,income.between.60.80k,498,500
NV,income.between.80.100k,514,513
NV,income.more.than.100k,529,529
NH,income.less.than.20k,471,463
NH,income.between.20.40k,496,497
NH,income.between.40.60k,505,499
NH,income.between.60.80k,518,517
NH,income.between.80.100k,517,516
NH,income.more.than.100k,551,541
NJ,income.less.than.20k,441,417
NJ,income.between.20.40k,480,458
NJ,income.between.40.60k,499,479
NJ,income.between.60.80k,513,495
NJ,income.between.80.100k,528,510
NJ,income.more.than.100k,557,537
NM,income.less.than.20k,490,483
NM,income.between.20.40k,494,498
NM,income.between.40.60k,515,529
NM,income.between.60.80k,530,537
NM,income.between.80.100k,543,547
NM,income.more.than.100k,576,585
NY,income.less.than.20k,449,427
NY,income.between.20.40k,482,467
NY,income.between.40.60k,495,486
NY,income.between.60.80k,509,501
NY,income.between.80.100k,522,512
NY,income.more.than.100k,552,539
NC,income.less.than.20k,433,430
NC,income.between.20.40k,465,460
NC,income.between.40.60k,489,486
NC,income.between.60.80k,503,498
NC,income.between.80.100k,520,511
NC,income.more.than.100k,548,539
ND,income.less.than.20k,0,0
ND,income.between.20.40k,464,542
ND,income.between.40.60k,586,587
ND,income.between.60.80k,615,645
ND,income.between.80.100k,624,651
ND,income.more.than.100k,622,623
OH,income.less.than.20k,480,470
OH,income.between.20.40k,507,508
OH,income.between.40.60k,531,531
OH,income.between.60.80k,546,543
OH,income.between.80.100k,558,552
OH,income.more.than.100k,583,574
OK,income.less.than.20k,504,487
OK,income.between.20.40k,533,540
OK,income.between.40.60k,558,566
OK,income.between.60.80k,548,551
OK,income.between.80.100k,566,577
OK,income.more.than.100k,583,590
OR,income.less.than.20k,469,470
OR,income.between.20.40k,488,493
OR,income.between.40.60k,505,510
OR,income.between.60.80k,516,521
OR,income.between.80.100k,526,532
OR,income.more.than.100k,555,555
PA,income.less.than.20k,430,427
PA,income.between.20.40k,469,468
PA,income.between.40.60k,489,487
PA,income.between.60.80k,502,499
PA,income.between.80.100k,515,510
PA,income.more.than.100k,547,537
PR,income.less.than.20k,386,412
PR,income.between.20.40k,413,425
PR,income.between.40.60k,443,455
PR,income.between.60.80k,453,462
PR,income.between.80.100k,471,485
PR,income.more.than.100k,499,505
RI,income.less.than.20k,431,432
RI,income.between.20.40k,467,472
RI,income.between.40.60k,488,494
RI,income.between.60.80k,494,497
RI,income.between.80.100k,515,517
RI,income.more.than.100k,542,539
SC,income.less.than.20k,417,422
SC,income.between.20.40k,447,451
SC,income.between.40.60k,473,478
SC,income.between.60.80k,481,485
SC,income.between.80.100k,494,497
SC,income.more.than.100k,522,521
SD,income.less.than.20k,452,491
SD,income.between.20.40k,535,564
SD,income.between.40.60k,554,597
SD,income.between.60.80k,568,569
SD,income.between.80.100k,613,606
SD,income.more.than.100k,578,604
TN,income.less.than.20k,500,505
TN,income.between.20.40k,526,531
TN,income.between.40.60k,540,559
TN,income.between.60.80k,553,566
TN,income.between.80.100k,576,591
TN,income.more.than.100k,581,589
TX,income.less.than.20k,432,413
TX,income.between.20.40k,465,449
TX,income.between.40.60k,483,471
TX,income.between.60.80k,497,488
TX,income.between.80.100k,515,504
TX,income.more.than.100k,543,528
UT,income.less.than.20k,532,509
UT,income.between.20.40k,537,535
UT,income.between.40.60k,566,568
UT,income.between.60.80k,580,585
UT,income.between.80.100k,582,574
UT,income.more.than.100k,601,606
VT,income.less.than.20k,469,467
VT,income.between.20.40k,498,508
VT,income.between.40.60k,507,514
VT,income.between.60.80k,521,523
VT,income.between.80.100k,528,528
VT,income.more.than.100k,555,553
VI,income.less.than.20k,369,389
VI,income.between.20.40k,377,407
VI,income.between.40.60k,412,444
VI,income.between.60.80k,430,455
VI,income.between.80.100k,405,433
VI,income.more.than.100k,368,372
VA,income.less.than.20k,441,446
VA,income.between.20.40k,469,472
VA,income.between.40.60k,488,494
VA,income.between.60.80k,496,505
VA,income.between.80.100k,514,518
VA,income.more.than.100k,549,550
WA,income.less.than.20k,449,437
WA,income.between.20.40k,483,473
WA,income.between.40.60k,503,499
WA,income.between.60.80k,521,517
WA,income.between.80.100k,534,530
WA,income.more.than.100k,560,552
WV,income.less.than.20k,448,455
WV,income.between.20.40k,468,481
WV,income.between.40.60k,483,492
WV,income.between.60.80k,487,501
WV,income.between.80.100k,503,511
WV,income.more.than.100k,522,532
WI,income.less.than.20k,573,532
WI,income.between.20.40k,551,544
WI,income.between.40.60k,596,579
WI,income.between.60.80k,590,580
WI,income.between.80.100k,605,595
WI,income.more.than.100k,615,603
WY,income.less.than.20k,0,0
WY,income.between.20.40k,533,560
WY,income.between.40.60k,550,572
WY,income.between.60.80k,561,604
WY,income.between.80.100k,598,587
WY,income.more.than.100k,573,591
